gene,gene_score_add,pval_gs,chr,tss_pos,gene_score_prom,gene_score_enh,n.cpg.gene,n.cpg.sig.gene,n.cpg.in.eQTR,cpg_id,pos,tss_dist,pval,padj,meth.change
ACTR8,270.440318762039,0.076,chr3,53916179,159.207049944755,111.233268817284,19,0,7,401981,53915238,941,0.0138946312979141,0.316125915112695,13.1321756660977
ACTRT2,341.263428478687,0.002,chr1,2938030,31.1389179992652,310.124510479421,216,6,0,9450,2945579,7549,2.06480634024452e-05,0.0617946411737972,53.5775174426855
ACTRT3,154.443224010263,0.049,chr3,169487349,152.74833261908,1.69489139118327,14,1,5,460558,169487366,-17,0.0077201209561745,0.267383522207908,33.6964651596333
ACVR1,155.810670855692,0.124,chr2,157875862,149.094629257114,6.71604159857784,25,0,2,302713,157784292,91570,0.0196786683128582,0.348421067857863,13.570243957209
ACVR1B,447.855607880662,0.002,chr12,52347163,196.012442641047,251.843165239614,6,2,0,1395598,52356767,9604,0.000223844104453441,0.106616311431635,58.7957764904494
ACVR1C,180.775442483427,0.051,chr2,158454072,179.956082183088,0.819360300339343,14,0,0,302958,158453845,227,0.0130692996905397,0.310625490621178,43.0679678328444
ACVR2A,15.6844857363961,0.81,chr2,148602597,12.2338928361714,3.45059290022473,15,0,9,298640,148646827,44230,0.145877087546936,0.594641478622612,-9.91046355889193
ACVR2B,396.234466332218,0.014,chr3,38495380,374.134983433061,22.0994828991568,27,1,10,385308,38495053,-327,0.00591685483075591,0.247342739354268,51.3171684574478
ACVR2B-AS1,143.75452948441,0.197,chr3,38496311,142.672243248081,1.08228623632822,17,0,0,385325,38495998,313,0.0421579442426181,0.428501234634286,24.6037838365678
ACVRL1,1227.71104514896,0,chr12,52301287,892.690950725378,335.02009442358,37,5,0,1395502,52300764,-523,1.9304688228335e-05,0.0617946411737972,67.9198620804257
ACY3,489.740236439267,0.004,chr11,67418201,316.100803984732,173.639432454535,20,0,1,1308624,67415011,3190,0.0105563362352382,0.29354378446727,44.7928855669181
ACYP2,161.068766757305,0.001,chr2,53970841,,161.068766757305,54,2,49,236824,54014242,43401,0.00480902204666657,0.235095217472395,49.0619251748153
AD001527.4,0.120822971013218,0.911,chr19,36114413,,0.120822971013218,2,0,2,1995714,36531016,416603,0.680978300206261,0.905447974470588,3.73894661212492
ADA,157.912213687205,0.402,chr20,43280340,127.159864810198,30.7523488770068,36,0,7,2073402,43280306,34,0.0146444607450527,0.320464550759804,26.8016510045965
ADA2,73.5320477954667,0.297,chr22,17680545,46.652020003432,26.8800277920348,26,0,0,2134440,17680145,400,0.0302227366414133,0.391608611587237,33.2406028372346
ADAD1,6.27580467701658,0.445,chr4,123300165,-2.32570595148421,3.95009872553237,5,0,0,552730,123196294,-103871,0.0315044904669669,0.395904003860509,12.8535739838509
ADAL,883.948985663666,0.001,chr15,43622548,639.082482100704,244.866503562963,28,2,20,1611516,43622341,-207,0.00379569764386011,0.21995276905879,45.7451220943461
ADAM10,3.0339089053469,0.381,chr15,58749978,,3.0339089053469,3,0,3,1621244,58760113,-10135,0.17571865384444,0.623929750931095,13.646341839399
ADAM11,41.0153784627022,0.014,chr17,44759031,,41.0153784627022,20,1,20,1822258,42733858,-2025173,0.00276418681165677,0.201312951659813,36.5809940790989
ADAM12,0.768719440818461,0.618,chr10,126388455,,0.768719440818461,4,0,4,1237613,127640954,-1252499,0.283658644593979,0.71050915433446,8.84080681823026
ADAM15,306.878376134591,0,chr1,155050566,,306.878376134591,64,4,64,127352,155035097,-15469,0.0021641974863329,0.189516174959217,47.7719523713324
ADAM17,232.627552286677,0.043,chr2,9695959,212.243823664178,20.3837286224992,22,1,0,203525,9696171,-212,0.00698600346526087,0.258964612044867,42.7814123783075
ADAM19,263.946501367252,0.386,chr5,157575775,128.911788814004,135.034712553247,92,0,47,676544,156927609,648166,0.0301346557122474,0.391323193324832,9.20518745795762
ADAM1B,3.69808211573218,0.172,chr12,111927018,,3.69808211573218,5,0,5,1433137,112263760,336742,0.111154790777932,0.553437059573159,-6.22271843104206
ADAM20,39.0060327674997,0.097,chr14,71001721,,39.0060327674997,4,0,0,1552851,71022681,-20960,0.0467438640030043,0.440331353660188,34.2970535243122
ADAM20P1,279.432178258968,0.002,chr14,70483756,,279.432178258968,19,3,17,1552876,71067386,-583630,0.00151042787269578,0.172454450145508,47.2230575250491
ADAM21,2.14942294235988,0.94,chr14,70918890,0.00353855627182606,2.14588438608805,8,0,0,1552783,70904393,-14497,0.396608961341954,0.779465427285813,-5.8376443461692
ADAM21P1,51.1475987951209,0.211,chr14,70714518,,51.1475987951209,15,0,0,1552644,70701099,13419,0.0440467400965481,0.433655451608488,22.6920737360163
ADAM23,359.968265084749,0.012,chr2,207308255,344.190247372862,15.7780177118868,34,1,0,328521,207307733,-522,0.00649235409577692,0.254310038797343,47.7102225341905
ADAM28,0.192323248853731,0.965,chr8,24294040,,0.192323248853731,3,0,3,960806,24167954,-126086,0.59520391593531,0.872031211545502,2.704120554818
ADAM30,48.1520067812199,0.676,chr1,120439138,-12.2937425776133,35.8582642036065,31,0,0,115447,120437114,2024,0.107362749754566,0.548148073839266,25.8963026086934
ADAM32,151.032530262481,0.153,chr8,38965252,150.607290960559,0.42523930192202,15,0,0,971255,38965170,-82,0.0330802101022865,0.40097164704849,34.5788501187917
ADAM3B,312.602419743173,0,chr16,49552496,77.7464849383779,234.855934804795,81,4,0,1717016,49577532,-25036,0.00157536309425328,0.174391023076579,40.2693441929307
ADAM5,11.7283614493811,0.352,chr8,39172181,,11.7283614493811,6,0,0,971342,39191723,19542,0.0723683067351152,0.493706595684465,17.5426269345239
ADAM6,85.4368303568987,0.069,chr14,106438358,-22.0965985396889,63.3402318172098,44,1,0,1590095,106452875,-14517,0.00606196090812122,0.248880359785825,33.1140372256619
ADAM7,4.11246470981363,0.8,chr8,24298538,2.51517301442634,1.59729169538729,6,0,0,960847,24300374,1836,0.133816454592389,0.581494958197505,6.64561566039891
ADAM8,1.65771541813597,0.13,chr10,133276868,,1.65771541813597,4,0,4,1247890,134838619,-1561751,0.0234116301901928,0.365130986284732,8.3483520257008
ADAM9,150.191080180032,0.34,chr8,38996869,17.9646468395479,132.226433340485,28,1,24,971182,38853794,-143075,0.000839416611382039,0.149160979205878,47.8051291445873
ADAMDEC1,17.8593770802813,0.03,chr8,24384285,,17.8593770802813,1,0,1,960821,24225440,-158845,0.0427835367395889,0.430120627688097,20.7979983327533
ADAMTS1,548.948472711776,0.063,chr21,28217728,229.726557124954,319.221915586822,79,3,27,2108913,28120261,97467,0.00344256933308258,0.213548044063217,26.3375380097288
ADAMTS10,477.486251168661,0.039,chr19,8675600,370.582907925212,106.903343243449,64,1,11,1956164,8675766,-166,0.0020881310967614,0.18795738769296,56.2099376849575
ADAMTS13,80.2249360111308,0.341,chr9,133414358,,80.2249360111308,55,0,39,1124909,136250247,2835889,0.0100813013249745,0.290106799394197,23.5614268228057
ADAMTS14,0.987151698771133,0.716,chr10,70672803,,0.987151698771133,5,0,5,1191565,72421653,1748850,0.092472998661996,0.526645855656121,9.64321655280028
ADAMTS15,1009.46176068141,0,chr11,130318868,960.763929570626,48.6978311107859,68,2,0,1355186,130319145,277,0.00400153845810098,0.223339156418204,37.0994278583942
ADAMTS17,1282.65954985311,0,chr15,100882180,1240.71640669297,41.9431431601463,130,4,0,1661431,100882528,-348,0.000314688667139987,0.117067908068305,59.2921691842213
ADAMTS19,208.02037153617,0.053,chr5,128795990,207.006556798104,1.01381473806645,11,0,0,655161,128795342,-648,0.0233835465867696,0.364982894645524,40.0404108711616
ADAMTS19-AS1,202.081074576442,0.126,chr5,128796382,198.626340332197,3.45473424424527,20,0,0,655186,128797263,-881,0.0200804481847388,0.350354762055186,34.4283673587387
ADAMTS2,9.4663906423661,0.375,chr5,179345430,,9.4663906423661,22,0,22,695699,178763387,582043,0.037911983801954,0.41553958702588,-15.3188697997765
ADAMTS20,1364.16195636464,0,chr12,43946006,1331.69804616145,32.4639102031858,37,2,0,1387714,43944859,1147,0.000105437753704043,0.0870877777259811,54.3555361575639
ADAMTS3,155.315852474011,0.159,chr4,73434938,148.974623705036,6.34122876897426,44,1,0,530983,73433947,991,0.00268311703370021,0.199886697735524,46.693745949239
ADAMTS5,258.239866563296,0.055,chr21,28339407,247.098786584738,11.1410799785589,41,1,0,2109045,28338465,942,0.00686668373684127,0.257719422947187,42.1196840175569
ADAMTS6,32.2161785665715,0.01,chr5,65481920,,32.2161785665715,12,1,12,624971,64779051,702869,0.00943357114686832,0.283741112550011,50.2972545757532
ADAMTS7,1153.45612325567,0.001,chr15,79103806,994.320795819979,159.135327435692,69,1,0,1642191,79103366,440,0.00470190259218578,0.233986729328735,38.586698045038
ADAMTS7P1,150.931733245974,0.007,chr15,82298553,21.067619054107,129.864114191867,80,6,21,1644963,82555377,256824,0.000607863246572614,0.137314200476293,50.1512000339404
ADAMTS8,1128.53986077608,0,chr11,130298504,1036.52758968464,92.0122710914448,64,2,0,1355150,130298545,-41,0.000190860583057247,0.103368105895186,58.7660377863655
ADAMTS9-AS2,36.073846545723,0.551,chr3,64670545,28.9752548493733,7.09859169634966,12,0,0,408566,64634741,-35804,0.0550491555823685,0.459273863350018,15.7218856722043
ADAMTSL2,401.21334806488,0.009,chr9,136397285,287.995458051291,113.217890013589,54,0,0,1125336,136397226,-59,0.0178015492430901,0.339114707639755,14.1218549676825
ADAMTSL4,213.528388357034,0.002,chr1,150549369,,213.528388357034,23,2,23,121876,150523785,-25584,0.00263257312439834,0.198780862309978,45.7459977830415
ADAMTSL4-AS1,135.26811737218,0.019,chr1,150547028,17.7357288183362,117.532388553844,7,0,2,121924,150540843,6185,0.0150030299819095,0.322697972161953,49.3934649590114
ADAMTSL5,15.8793038697417,0.249,chr19,1513604,15.8793038697417,,16,0,16,1934060,1512929,675,0.0225951188762655,0.361423758123104,36.0545468115306
ADAP1,1027.28018016393,0.018,chr7,995043,323.138937051588,704.141243112346,388,5,202,813901,997744,-2701,0.00275546887709591,0.201170988604647,51.0321096447934
ADAP2,413.13953541615,0.011,chr17,29248962,385.205976239962,27.9335591761887,21,2,0,1803724,29249792,830,0.00427532464299517,0.228066068907889,45.640328013907
ADAR,1580.92247423593,0,chr1,154600447,803.378284297481,777.544189938446,45,10,26,126629,154599867,580,0.000368506223302985,0.121212018213489,57.4638058397596
ADARB1,307.97427245183,0.103,chr21,46494965,203.304248950715,104.670023501115,64,1,0,2129206,46513555,18590,0.0060618861357594,0.248880359785825,44.2490538553266
ADARB2,875.622911488121,0.001,chr10,1779719,643.311607400335,232.311304087786,175,5,28,1143553,1779945,-226,0.00142530161263566,0.170251846312769,46.8962064703846
ADARB2-AS1,242.22607456644,0.011,chr10,1568824,80.3820787985788,161.843995767861,250,4,0,1143172,1574139,5315,0.00276961092263647,0.201312951659813,31.3838945028899
ADAT1,553.045414758844,0,chr16,75623300,,553.045414758844,47,6,47,1741665,75681544,-58244,0.000247798636790252,0.110041689806295,49.5232930899142
ADAT2,85.6937095605619,0.213,chr6,143763814,64.158187822128,21.5355217384339,27,0,4,786923,143705652,58162,0.0101344782950464,0.290509306383894,-19.2488345765456
ADCK1,355.753629157619,0,chr14,77800083,,355.753629157619,26,3,26,1560356,78108423,308340,0.000835987313812025,0.149090517836639,32.3604648265948
ADCK2,475.18633006464,0.027,chr7,140372744,244.491678906705,230.694651157935,34,0,16,917785,140372966,222,0.0218311177412418,0.358186777535779,43.6561530885736
ADCK5,36.9421209084773,0.795,chr8,145597735,30.4260527197674,6.51606818870997,27,0,1,1035414,145597988,253,0.0573799817743307,0.464499243669676,-29.2979833691504
ADCY1,269.817984806265,0.071,chr7,45613966,197.569356610936,72.2486281953289,101,1,0,851452,45617820,3854,0.00439291194879078,0.229332303857034,26.4599681636038
ADCY10P1,121.771798087414,0.356,chr6,41101022,18.8521397408418,102.919658346572,21,0,16,738647,41207217,106195,0.0629553430414986,0.476126821361624,34.9273600322474
ADCY2,401.4059924224,0.019,chr5,7396250,377.296527110719,24.1094653116808,68,1,0,598324,7395648,-602,0.000526524751453917,0.132066164944418,65.2787359683157
ADCY3,214.678621483543,0.113,chr2,24919839,,214.678621483543,61,0,61,215130,25194567,-274728,0.0196915702943914,0.348479955061802,32.8806323080396
ADCY5,623.222827639847,0.024,chr3,123167392,509.843811943381,113.379015696466,149,2,0,433035,123167044,348,0.00557639744678852,0.243763480075362,35.8440037528666
ADCY6,581.931057136803,0.001,chr12,49182872,572.590242560732,9.34081457607081,12,2,0,1390981,49182831,41,0.000592634567068204,0.136277248355579,49.4832195709098
ADCY6-DT,198.159921511645,0.057,chr12,49183358,194.683388092397,3.47653341924799,8,0,0,1390989,49183317,-41,0.0421308549633645,0.428447928574062,29.425064773426
ADCY7,9.04257055837805,0.428,chr16,50246137,,9.04257055837805,4,0,4,1718117,50343212,97075,0.230123172963296,0.670729993546066,2.59858478209948
ADCY8,283.35233810347,0.039,chr8,132053155,264.042565193014,19.3097729104565,62,3,0,1018711,131884081,169074,0.00111463626493677,0.160011761379826,25.8086875943958
ADCY9,818.261818517079,0.002,chr16,4166443,706.931569799483,111.330248717596,75,5,12,1678369,4099111,67332,0.00633443846246622,0.252351660311772,26.4649738569372
ADCYAP1,1009.69134811286,0,chr18,905366,584.482686446767,425.208661666091,52,4,0,1877864,906259,893,0.00152641473149901,0.173240933917914,54.8742110698101
ADCYAP1R1,107.862821063427,0.51,chr7,31092075,51.7204691079479,56.1423519554791,66,0,0,841906,31160681,68606,0.0371575857913662,0.413515014733003,-8.80045954510149
ADD1,39.1788554568645,0.12,chr4,2843857,19.8351474794385,19.343707977426,33,0,33,490551,2845684,1827,0.0440142071406024,0.433559722763703,42.7947330642179
ADD2,127.914486554804,0.219,chr2,70994847,55.4390645413312,72.4754220134733,48,1,5,247645,70954651,40196,0.00388646999355658,0.22162553307056,29.216215515061
ADD3,271.853373070536,0,chr10,109996368,,271.853373070536,25,3,19,1223300,111768042,1771674,1.07247262111715e-05,0.0617946411737972,57.3224048286566
ADD3-AS1,1411.17660301641,0,chr10,111768139,1408.71427167541,2.46233134099084,12,2,0,1223300,111768042,97,1.07247262111715e-05,0.0617946411737972,57.3224048286566
ADGB,7.97483558226043,0.228,chr6,146920107,,7.97483558226043,7,0,0,788474,147016305,96198,0.0208436466636411,0.353750169044316,19.9476951487327
ADGRA1,774.27383331929,0,chr10,134901507,628.735392417341,145.538440901949,127,2,0,1248199,134901365,-142,4.68904966462004e-05,0.075616818322804,46.8641856098019
ADGRA1-AS1,326.614265612509,0,chr10,134900201,160.398803627812,166.215461984697,137,1,0,1248169,134895863,4338,0.00596468591530945,0.247813309488322,34.6684394465578
ADGRA2,325.607172009813,0.162,chr8,37654400,128.767440841233,196.83973116858,80,0,8,969650,37679253,24853,0.0214636697693338,0.356642708987949,39.9416624209906
ADGRA3,143.205790035175,0.324,chr4,22517689,131.189691509156,12.0160985260193,27,0,11,508399,22567968,-50279,0.0108340255908554,0.295711462914218,17.1415102117821
ADGRB1,766.926596115751,0.028,chr8,142449430,408.138166540222,358.788429575529,335,7,57,1028763,143498276,1048846,0.000955354753134849,0.154630406364672,44.0189485252339
ADGRB2,1092.30144430561,0,chr1,32229651,1092.30144430561,,17,4,0,56558,32228452,1199,0.000672197457516709,0.141236487280976,66.759764530952
ADGRB3,111.035270288969,0.238,chr6,69345173,90.6077884089589,20.4274818800105,30,0,0,752257,69399360,54187,0.0431120639089723,0.43108572129396,-16.3521317807309
ADGRE1,94.0897524069397,0.046,chr19,6887566,43.5921677728204,50.4975846341193,12,1,12,1952007,6892139,4573,0.00724020004887036,0.261937158144298,41.2018482438204
ADGRE2,285.591893737956,0.125,chr19,14778537,89.8272084908144,195.764685247141,61,0,30,1969047,14800354,-21817,0.0139030947140908,0.316125915112695,39.4997256116649
ADGRE3,0.00792039590790886,0.953,chr19,14785730,0.00792039590790886,,1,0,0,1969036,14786838,-1108,0.94087881745595,0.985617570066131,0.350056293435024
ADGRE4P,66.0542279776577,0.489,chr19,6990857,-0.251438906459382,65.8027890711983,23,0,13,1952073,6960686,30171,0.0110466390528253,0.297317063624752,-28.1499931755838
ADGRE5,90.1826573162891,0.285,chr19,14492255,70.0647597049715,20.1178976113176,13,0,0,1968347,14492186,-69,0.0365318654071787,0.411439890508531,20.3960924092406
ADGRF3,55.7911390228807,0.751,chr2,26541917,17.6854268392334,38.1057121836472,24,0,0,217080,26521760,20157,0.0315399619902936,0.395975281369667,35.9727151107047
ADGRF5,43.3413395208957,0.355,chr6,46922676,-24.0330618768347,19.3082776440611,17,0,0,744785,46922426,250,0.0375197932286865,0.4144648342107,-18.8183000743599
ADGRF5-AS1,25.3377305838377,0.151,chr6,46871207,,25.3377305838377,13,0,0,744731,46817098,-54109,0.0232177970199014,0.36426613077874,21.9651553850335
ADGRG1,2.70184728438079,0.303,chr16,57610652,,2.70184728438079,2,0,2,1724384,57682183,71531,0.140214129284892,0.588434213136651,20.5098297929467
ADGRG3,0.885082992063636,0.48,chr16,57668187,,0.885082992063636,1,0,1,1724435,57713096,44909,0.438184095094892,0.801501141426431,-4.63084740174868
ADGRG6,15.4519979781823,0.547,chr6,142623143,5.26457063411768,10.1874273440646,10,0,0,786430,142627484,4341,0.0709296297115764,0.491534510464311,9.22327136829963
ADGRG7,8.44186787366161,0.12,chr3,100354381,,8.44186787366161,3,0,0,422558,100373025,18644,0.105560188279386,0.545748556568637,7.78205039093284
ADGRL1,24.2921922605174,0.232,chr19,14206187,,24.2921922605174,29,0,29,1967512,14184390,21797,0.0349848511939591,0.406810054629166,33.1395563572696
ADGRL2,370.722953021998,0.019,chr1,82268137,336.407347546067,34.3156054759311,51,2,0,94636,82268411,274,0.00649697991113189,0.254310038797343,40.5975501594116
ADGRL3,212.856339328788,0.078,chr4,62067889,195.64524427505,17.2110950537382,30,0,0,526991,62067551,-338,0.050034316969865,0.44846374403397,38.3127553746417
ADGRL3-AS1,16.94121393714,0.298,chr4,63027483,-6.70171187415517,10.2395020629849,22,0,0,527311,62936602,90881,0.0495934513492837,0.447238049806675,12.0447902299571
ADGRL4,70.2985159432117,0.251,chr1,79472415,57.0587633999159,13.2397525432958,22,0,0,93646,79496211,-23796,0.0398551187822068,0.421853605111537,12.2906000844219
ADH1A,4.33232453649748,0.548,chr4,100212142,,4.33232453649748,4,0,0,543262,100186610,25532,0.139529435248934,0.587721392553198,6.05331902976357
ADH5,36.5025402907282,0.704,chr4,99088801,12.2671052888275,24.2354350019007,12,0,7,543184,100009979,-921178,0.189174806424678,0.636632798499462,12.7554574740595
ADH7,5.0975598403632,0.734,chr4,100356667,,5.0975598403632,6,0,0,543316,100365143,-8476,0.17142012893139,0.620069476634422,11.859337789999
ADHFE1,153.970277841101,0.097,chr8,67344738,99.1572335242516,54.8130443168491,24,0,11,987107,67351839,7101,0.0107385006207045,0.295057050649303,36.4426282804866
ADI1,318.272795867188,0.197,chr2,3523302,164.944645170341,153.328150696847,75,3,19,198856,3522802,500,0.00817786294715582,0.271765799028906,24.4329745061408
ADIPOQ-AS1,18.3802561538119,0.533,chr3,186579157,-0.595459374690821,17.7847967791211,7,0,0,472485,186570923,8234,0.0241873808838737,0.368655387577851,-36.9571648983713
ADIPOR1,652.669183413685,0,chr1,202927440,646.812986947631,5.85619646605411,15,2,1,156716,202927423,17,0.00220382786576545,0.190444735184189,52.2176949389568
ADIPOR2,457.914026862129,0.003,chr12,1800235,388.083640141576,69.8303867205528,15,1,2,1361385,1806647,6412,3.13128476950617e-05,0.0703666308911744,35.3901035490837
ADIRF,384.973240955335,0.009,chr10,88728238,372.85427076757,12.1189701877646,8,1,0,1205108,88728524,286,0.000710570345967247,0.143702725667705,38.5236498701181
ADIRF-AS1,126.885668351859,0,chr10,86971311,,126.885668351859,50,6,50,1204817,88471086,-1499775,0.000116117907741306,0.0890065276743928,47.2218592126704
ADK,199.634318305841,0.129,chr10,75936520,161.443226690581,38.191091615261,24,0,16,1195971,75936541,21,0.0264120752308989,0.377352277935991,26.0966926186754
ADM,954.27495847545,0,chr11,10326619,953.97620465871,0.298753816740372,27,0,0,1266295,10324784,-1835,0.0135589018683098,0.314006608566656,43.8274757728571
ADM5,38.8144778778357,0.537,chr19,50191941,18.5789902608849,20.2354876169508,18,0,0,2021834,50190097,-1844,0.0586351077471605,0.467010652394261,12.0201506537006
ADNP,34.1449442391901,0.017,chr20,49526328,,34.1449442391901,20,1,0,2081647,49493981,32347,0.00325708281418033,0.210449909528772,32.9268381031505
ADNP2,139.765413083933,0.122,chr18,77867145,135.109925749969,4.65548733396397,15,0,0,1926765,77867375,230,0.0943596379432949,0.529679566293914,32.7520844068654
ADO,1144.23323347228,0,chr10,64564479,1113.19543848417,31.037794988112,46,1,8,1185738,64564277,-202,0.000197179586818913,0.103768593331674,58.0216483516414
ADORA1,167.806498032893,0.008,chr1,203090654,,167.806498032893,18,1,18,156911,203081693,-8961,0.00157586145774373,0.174391023076579,44.3492642059596
ADORA2A,558.582883541087,0.039,chr22,24417879,309.574503048616,249.008380492471,90,2,49,2147028,24841119,423240,0.00263936248911006,0.198909896002608,26.3197359343866
ADORA2A-AS1,62.1935595974661,0.053,chr22,24475153,,62.1935595974661,26,1,26,2147028,24841119,-365966,0.00263936248911006,0.198909896002608,26.3197359343866
ADORA2B,1193.9633621466,0,chr17,15848230,1119.90081396608,74.0625481805174,49,4,4,1789069,15848037,-193,0.000476151531246482,0.128562786707953,43.6932430720679
ADPGK-AS1,43.2382234707179,0.273,chr15,73075175,41.6597791634097,1.57844430730821,3,0,0,1634880,73075588,413,0.249765498714366,0.685525589047272,19.3569174102743
ADPRH,56.2938129066571,0.246,chr3,119579651,,56.2938129066571,7,0,7,430420,119298571,-281080,0.0871115290350004,0.518417227592763,33.0960173878821
ADPRHL1,273.340678321033,0,chr13,114103473,192.428466221417,80.9122120996157,29,2,0,1518322,114103546,-73,0.000580498985067211,0.136017830523042,35.4588322137882
ADPRHL2,643.924548794188,0,chr1,36554492,634.146114562471,9.77843423171674,30,1,0,61747,36554701,209,0.00433925270341997,0.228653379113474,51.8094576054043
ADPRM,935.636248131726,0.001,chr17,10600910,899.898990366651,35.7372577650757,10,1,4,1784957,10600889,-21,0.000603713683412003,0.136988931389212,57.5139962558293
ADRA1A,32.5460284542266,0.703,chr8,26724795,-14.7730839847904,17.7729444694362,22,0,0,962594,26805656,-80861,0.0378153096970329,0.415296741853647,16.6402858961513
ADRA1B,139.624642556743,0.166,chr5,159343488,125.050529711441,14.5741128453021,21,0,0,678054,159343158,-330,0.0125948053974292,0.307702475772685,44.5117598930598
ADRA1D,535.553449335321,0.008,chr20,4229934,464.809805487585,70.7436438477368,79,2,0,2043449,4231042,-1108,0.00909253788885752,0.279864586821588,45.6736520657316
ADRA2A,1399.13424379961,0,chr10,112836786,1363.31628503868,35.8179587609372,42,8,0,1224273,112838582,1796,5.56764156124078e-05,0.0790060188212629,59.3817462962324
ADRA2B,286.436947331513,0.061,chr2,96782310,255.107773455107,31.3291738764067,51,0,0,262542,96774724,7586,0.0396877394696549,0.421307263326994,28.1600701131966
ADRA2C,409.172780335469,0.176,chr4,3768111,184.410984938277,224.761795397192,253,3,0,492711,3792012,23901,0.00259651447972759,0.198223095125965,-38.7043812538923
ADRB1,1606.01831034729,0,chr10,115803624,1417.9784808398,188.039829507482,69,6,1,1226164,115803787,163,9.27037762617935e-05,0.0859766026008501,45.6937059281863
ADRB2,83.4309709672733,0.48,chr5,148206155,43.6068858758927,39.8240850913806,38,1,0,670330,148261102,54947,0.00274240987874641,0.200930941371052,29.4911841765666
ADRB3,345.831134977557,0.005,chr8,37824117,305.659010614008,40.1721243635491,34,2,0,969911,37822939,1178,0.000971333195929757,0.155095986628562,41.4635032479065
ADRM1,358.901651417432,0.016,chr20,60878052,289.069549031953,69.8321023854794,43,1,0,2094522,60878210,158,0.00854132074572648,0.275115740458702,38.7810896772917
ADSS,10.7025703230606,0.474,chr1,244452134,,10.7025703230606,5,0,5,190036,244486174,-34040,0.167465183313218,0.616612406435277,-15.4310435011302
ADSS1,807.147119508652,0.001,chr14,105190533,712.337066003067,94.8100535055855,54,3,0,1586239,105190243,-290,0.00238606332060512,0.194115099680711,56.2716036446233
ADSS2,507.66875783129,0.009,chr1,244615211,507.66875783129,,15,2,0,190155,244615045,166,0.00349341786549666,0.214567726247692,49.0301910267627
ADTRP,10.9823929032055,0.08,chr6,11807046,,10.9823929032055,2,0,2,710416,11712454,94592,0.0363528853194176,0.410929401318758,-31.6723151452829
AEBP1,521.244667778573,0.032,chr7,44143943,260.671273395048,260.573394383526,30,0,13,849614,44143595,-348,0.0296144933283871,0.389452305732722,25.9744220452576
AEBP2,168.504448221356,0.049,chr12,19593532,157.919723882072,10.5847243392835,9,0,0,1376496,19681664,88132,0.034510392576443,0.405464187079157,30.6428897484374
AEN,423.3686542502,0.056,chr15,89164570,366.690209549733,56.6784447004678,17,0,4,1650472,89164591,21,0.0134510533408744,0.31326890966961,39.8619199112432
AES,20.6795586065621,0.251,chr19,3063107,20.3294148107309,0.350143795831208,5,0,5,1940421,3063098,9,0.105116739801652,0.545085298920172,31.5942941071125
AF001548.5,151.744316525295,0.039,chr16,15726674,,151.744316525295,24,0,24,1691703,15743826,17152,0.0163893539255952,0.330683683370493,37.0634250541731
AF001548.6,11.4148870678955,0.376,chr16,15741151,,11.4148870678955,7,0,7,1691855,15831562,90411,0.0945869643952257,0.530140617895244,24.5226455874123
AF064858.10,1.84219451987582,0.564,chr21,39029128,,1.84219451987582,2,0,2,2118776,40451321,-1422193,0.293825157707065,0.717387764856347,7.82660046233453
AF064858.11,8.42847548973407,0.319,chr21,39011329,,8.42847548973407,8,0,8,2118761,40428551,-1417222,0.0461718843410521,0.438917574232883,26.5818828609389
AF064858.8,4.39812958420446,0.864,chr21,39006153,,4.39812958420446,9,0,9,2118801,40462569,-1456416,0.198469890741153,0.644832692168849,9.78307953493918
AF131215.2,92.2005612033355,0.07,chr8,11109726,0.348027645845023,91.8525335574905,155,3,155,949697,10834014,275712,0.00330864853287219,0.211321084171285,20.3049103947922
AF131215.9,114.914334201914,0.083,chr8,11106704,0.168071926669937,114.746262275244,234,2,234,949697,10834014,272690,0.00330864853287219,0.211321084171285,20.3049103947922
AFAP1,484.258653452305,0.196,chr4,7941588,188.872810304256,295.385843148049,165,2,123,498932,7941539,49,0.0056690619434174,0.244724988678296,38.6646522255124
AFAP1-AS1,151.286756448523,0.31,chr4,7755816,10.9099414207033,140.376815027819,258,2,0,498643,7758021,2205,0.00837850586863323,0.27353737735844,-14.4462795098573
AFAP1L1,70.091258602856,0.546,chr5,148651400,16.3948569426322,53.6964016602238,31,1,0,670533,148620097,-31303,0.00635908376817147,0.252661296668975,-43.8421032025214
AFAP1L2,815.57834456391,0,chr10,116164261,793.939350901616,21.638993662294,39,1,0,1226541,116163555,706,0.000447297987778248,0.126217121744661,60.4968446422947
AFDN,471.771103388703,0.01,chr6,168227670,364.141473548298,107.629629840404,42,0,23,806203,168227773,103,0.0104034473093256,0.292186116889873,49.0080895802069
AFDN-DT,278.994471826218,0.014,chr6,168227476,278.994471826218,,2,0,0,806197,168227482,-6,0.0137606161797864,0.315211730424928,32.0772852459608
AFF1,324.298589858948,0.088,chr4,87928152,293.098819709586,31.1997701493623,48,1,0,538359,87928342,190,0.00594567165825085,0.247590702776489,27.095915984878
AFF1-AS1,89.8675818137307,0.234,chr4,87856002,86.4497035788768,3.41787823485384,8,0,0,538280,87855938,64,0.0481775275735234,0.443921091350212,34.4042340752099
AFF3,218.914698768983,0.078,chr2,100722045,186.981557665419,31.9331411035635,66,1,16,266615,100720393,1652,0.00240644481522447,0.194721528764808,34.5889938804329
